X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
153182.82,-2,0.297523816,0,498.76,kOT,56,2607.08,kC,kM,1166.66,kM,1676.37,2843.03,18000,kU,2,k0,k7,153182.82,150575.74,1468,k80,k17,kD,130.44,13.99,59,kO,kN,k3,0
53500,0,0.265099517,2,208.18,kOT,42,5236.65,kC,kM,691.16,kM,785.29,1476.45,6000,kS,3,k0,k2,53500,48263.35,1087,k26,k10,kD,1506.62,14.69,46,kO,kF,k3,0
30000,1,0.442642105,1,420.51,kOT,34,0,kC,kM,300,kM,950,1250,15000,kP,1,k0,k8,30000,30000,1464,k78,k17,kD,3.15,14.69,33,kO,kF,k3,0
59863.1,2,0.460785797,0,182.72,kOT,43,0,kS,kM,200,kF,396.54,596.54,6500,kU,1,k0,k2,59863.1,59863.1,1471,k15,k10,kD,7.19,14.69,42,kO,kN,k3,0
3000,4,0.491210526,0,279.99,kOT,27,563.86,kS,kM,280,kM,570,850,10000,kS,1,k0,k1,3000,2436.14,1461,k87,k10,kD,0.11,14.69,27,kR,kF,k3,0
27990,11,0.715651163,2,307.73,kOT,39,16186.99,kD,kM,770,kM,430,1200,11000,kS,1,k0,k2,27990,11803.01,1459,k08,k10,kD,5.11,14.69,41,kR,kF,k3,0
20942,10,0.475348048,1,279.98,kOT,36,274,kS,kM,260,kF,589,849,10000,kU,1,k0,k1,20942,20668,1461,k29,k10,kD,1376.4,14.69,35,kO,kF,k3,0
13000,10,1.56345957,0,305.5,kOT,72,0,kC,kT,304.6,kM,195.4,500,300,kU,1,k0,k7,13000,13000,55,k26,k17,kD,22.08,12,71,kO,kF,k3,0
3500,6,0.280830918,2,279.98,kOT,28,390.18,kC,kM,403.03,kM,996.97,1400,10000,kS,2,k0,k3,3500,3109.82,1461,k129,k10,kD,8.16,14.69,31,kO,kF,k3,0
54793.84,-2,0.238397727,0,209.79,kOT,26,2673.72,kS,kM,320,kF,880,1200,6000,kU,2,k0,k2,54793.84,52120.12,1108,k08,k10,kI,1463.11,14.69,29,kO,kF,k3,0
44610.9,3,0.174335505,1,275.41,kOT,33,10357.17,kC,kM,649.56,kF,1579.77,2229.33,10000,kS,1,k0,k7,44610.9,34253.73,1452,k09,k17,kD,21.5,13.99,32,kO,kN,k3,0
95765,5,0.261237113,0,278.74,kOT,55,2533,kC,kM,553,kM,1067,1620,8000,kS,1,k0,k1,95765,93232,1098,k26,k10,kD,79.98,14.69,59,kO,kN,k3,0
67920,1,0.398820709,0,415.97,kOT,27,13950,kS,kM,623,kM,1043,1666,15000,kU,1,k0,k6,67920,53970,1470,k23,k10,kD,1.33,13.99,28,kO,kF,k3,0
19554.49,8,0.506492979,1,124.81,kOT,58,0,kC,kM,210,kM,246.42,456.42,2000,kP,1,k0,k3,19554.49,19554.49,542,k83,k10,kD,5.8,14.69,57,kO,kN,k3,0
75644.54,1,3.404709677,0,527.73,kOT,63,23971.26,kC,kM,825,kF,155,980,19000,kS,4,k0,k2,75644.54,51673.28,1474,k26,k10,kD,14.07,13.99,66,kR,kN,k3,0
5000,8,0.613604651,3,422.16,kOT,40,0,kC,kM,130,kM,688,818,15000,kU,2,k0,k3,5000,5000,1474,k29,k10,kD,73.52,14.69,44,kO,kS,k3,0
3500,1,0.501604278,0,93.8,kOT,21,0,kS,kM,120,kF,187,307,1500,kU,1,k0,k9,3500,3500,547,k12,k17,kD,4.13,14.69,20,kO,kF,k3,0
13166,4,0.537896996,1,125.33,kOT,27,1799,kC,kM,307,kM,233,540,2000,kP,3,k0,k6,13166,11367,552,k02,k10,kI,11.44,14.69,28,kO,kN,k3,0
132130,19,0.244557344,1,243.09,kOT,51,8132,kC,kM,903,kM,994,1897,7000,kS,2,k0,k8,132130,123998,1089,k08,k17,kD,16.89,14.69,55,kO,kN,k3,0
61058.87,36,0.250807768,0,72.19,kOT,74,0,kC,kM,200,kM,287.83,487.83,800,kP,1,k0,k3,61058.87,61058.87,365,k26,k10,kD,10.66,14.69,74,kO,kN,k3,0
157672,15,0.838835341,0,626.61,kOT,60,29416,kC,kM,2375,kF,747,3122,10000,kS,3,k0,k9,157672,128256,553,k89,k17,kI,882.44,14.69,64,kO,kN,k3,0
49196.13,13,0.318609983,1,280.74,kOT,52,9000,kC,kM,633,kF,881.14,1514.14,10000,kS,3,k0,k2,49196.13,40196.13,1468,k15,k10,kD,7.02,14.69,55,kR,kN,k3,0
12300,2,0.135035887,1,145.62,kOT,28,11688.79,kC,kM,408.78,kF,1078.38,1487.16,3000,kU,1,k0,k2,12300,611.21,726,k44,k10,kD,13.94,14.69,29,kO,kF,k3,0
36230.34,-1,0.333877845,1,277.97,kOT,35,18736.57,kS,kM,1089.49,kF,832.55,1922.04,10000,kU,2,k0,k7,36230.34,17493.77,1476,k23,k17,kD,5.11,13.99,36,kO,kN,k3,0
44383.22,11,0.189375,1,145.44,kOT,42,2697,kC,kM,341,kM,768,1109,3000,kS,2,k0,k6,44383.22,41686.22,724,k122,k10,kD,5.1,14.69,46,kO,kN,k3,0
60232.11,5,0.474560261,0,145.69,kOT,54,17591.17,kD,kM,1166,kF,307,1473,3000,kU,1,k0,k2,60232.11,42640.94,727,k18,k10,kD,0.13,14.69,53,kO,kN,k3,0
32844.97,5,0.50004442,0,281.43,kOT,37,5579.72,kS,kM,200,kF,562.81,762.81,10000,kU,2,k0,k2,32844.97,27265.25,1474,k29,k10,kD,734.76,14.69,38,kO,kN,k3,0
57613,30,0.423933815,2,363.82,kOT,52,8700,kC,kM,1034,kM,858.2,1892.2,13000,kU,1,k0,k6,57613,48913,1460,k29,k10,kD,47.89,14.69,55,kR,kN,k3,0
446784.19,31,0.362605178,0,224.09,kOT,62,17315.22,kC,kM,771,kF,618,1389,8000,kS,2,k0,k2,446784.19,429468.97,1462,k03,k10,kD,163.58,14.69,65,kR,kN,k3,0
9037.63,5,0.474576271,1,280,kOT,35,3808.38,kC,kM,450,kM,590,1040,10000,kP,1,k0,k1,9037.63,5229.25,1461,k06,k10,kD,0.11,14.69,34,kR,kN,k3,0
32311.78,28,0.382580128,0,238.73,kOT,58,3660,kC,kM,230,kM,624,854,8500,kU,3,k0,k1,32311.78,28651.78,1469,k29,k10,kD,5.12,14.69,60,kR,kN,k3,0
14816.49,36,0.760211864,0,179.41,kOT,57,4900,kV,kM,465,kF,236,701,2000,kU,1,k0,k6,14816.49,9916.49,355,k29,k10,kD,65.8,13.99,58,kO,kF,k3,0
13700,4,0.251269841,2,174.13,kOT,36,2794,kC,kM,495,kM,693,1188,5000,kU,5,k0,k1,13700,10906,1096,k09,k10,kD,861.09,14.69,39,kR,kS,k3,0
13282.88,31,0.509931245,0,173.55,kOT,57,4081.43,kD,kM,360,kF,340.34,700.34,5000,kS,2,k0,k3,13282.88,9201.45,1092,k29,k10,kD,27.54,14.69,59,kO,kN,k3,0
2600,2,0.360939477,0,96.97,kOT,23,0,kS,kM,130,kF,268.66,398.66,2001,kS,1,k0,k9,2600,2600,722,k32,k17,kD,5.06,14.69,22,kO,kF,k3,0
153753.49,3,1.264958808,0,560.44,kOT,70,28026.4,kC,kM,1028,kM,443.05,1471.05,20000,kP,2,k0,k2,153753.49,125727.09,1463,k26,k10,kD,36.89,14.69,74,kO,kN,k3,0
11212.97,13,0.149698616,2,90.4,kOT,33,0,kC,kM,280,kF,603.88,883.88,1000,kU,2,k0,k3,11212.97,8907.7,365,k18,k10,kD,12.54,14.69,32,kR,kN,k3,0
3500,-1,0.547614035,0,156.07,kOT,29,0,kS,kM,165,kF,285,450,4500,kS,1,k0,k9,3500,3500,1086,k118,k17,kD,25.23,14.69,30,kO,kF,k3,1
12683,-2,0.195097814,1,169.54,kOT,21,0,kC,kM,240,kM,869,1109,3500,kS,1,k0,k9,12683,12683,721,k29,k17,kD,5.12,14.69,23,kO,kF,k3,0
128596,11,6.305270806,2,4773.09,kOT,48,36394,kC,kS,5279,kF,757,6036,4580,kU,2,k0,k3,128596,92202,208,k20,k17,kI,6.01,12,47,kO,kF,k3,0
33412,6,0.448318584,0,253.3,kOT,26,16756.22,kS,kM,517,kF,565,1082,9000,kU,2,k0,k2,33412,16655.78,1474,k57,k10,kD,778.3,14.69,29,kO,kF,k3,0
4000,8,0.350461847,2,174.53,kOT,31,430.23,kC,kM,468,kM,498,966,5000,kS,3,k0,k2,4000,3569.77,1102,k21,k10,kD,1.16,14.69,33,kO,kF,k3,0
27678,-2,0.103778846,0,107.93,kOT,23,4205,kC,kM,490,kM,1040,1530,3100,kU,5,k0,k2,27678,23473,1095,k85,k10,kI,5.1,14.69,27,kO,kA,k3,0
2500,2,0.426449435,0,145.27,kOT,25,0,kS,kM,170,kF,340.65,510.65,3000,kS,1,k0,k3,2500,2500,725,k110,k10,kD,88.43,14.69,24,kO,kF,k3,0
70034,-3,0.243218495,0,268.27,kOT,35,9215,kD,kM,1180,kM,1103,2283,5500,kU,2,k0,k1,70034,60819,738,k80,k10,kD,60.66,14.69,39,kO,kF,k3,0
17000,0,0.490296167,0,281.43,kOT,62,3124,kD,kM,358,kM,574,932,10000,kP,2,k0,k2,17000,13876,1474,k85,k10,kI,89.56,14.69,64,kO,kA,k3,0
130754.26,5,0.387574671,0,551.48,kOT,62,42479.31,kC,kM,2417.1,kF,1422.9,3840,20000,kP,2,k0,k2,130754.26,88274.95,1455,k89,k10,kD,15.91,13.99,61,kO,kN,k3,0
26122,11,0.257062147,1,91,kOT,40,12687,kC,kM,933,kM,354,1287,1000,kS,1,k0,k4,26122,13435,369,k28,k10,kD,6.27,14.69,41,kO,kN,k3,0
46343,8,0.882902208,1,279.88,kOT,47,18344,kD,kM,340,kF,317,657,10000,kU,2,k0,k8,46343,27999,1460,k29,k17,kD,14.39,14.69,48,kR,kN,k3,0
206509.73,5,0.218834409,2,556.59,kOT,35,38113.55,kC,kM,1609.41,kF,2543.43,4152.84,20000,kU,3,k0,k3,206509.73,168396.18,1479,k29,k10,kD,13.55,13.99,37,kO,kN,k3,0
48109,15,0.433286957,0,249.14,kOT,36,0,kS,kM,150,kF,575,725,9000,kU,1,k0,k1,48109,48109,1480,k32,k10,kD,417.2,13.69,39,kO,kN,k3,0
89147,6,0.43446677,1,281.1,kOT,59,5553,kC,kM,424,kM,647,1071,10000,kS,3,k0,k8,89147,83594,1471,k26,k17,kD,2987.29,14.69,63,kO,kN,k3,0
30538,2,0.57910596,0,174.89,kOT,39,13383,kS,kM,608,kF,302,910,5000,kU,2,k0,k2,30538,17155,1107,k18,k10,kD,1.82,14.69,40,kO,kA,k3,0
31080,13,0.287536488,1,279.75,kOT,35,12996.61,kC,kM,160,kM,972.92,1132.92,10000,kP,2,k0,k3,31080,18083.39,1459,k118,k10,kD,105.72,14.69,37,kR,kN,k3,0
21500,-1,0.192160995,2,541.6,kOT,34,11596.17,kC,kM,580,kM,2818.47,3398.47,19500,kU,3,k0,k3,21500,9903.83,1474,k23,k17,kD,5.12,13.99,37,kO,kF,k3,0
17625,4,0.453895652,1,260.99,kOT,34,2990,kC,kM,287,kF,575,862,7500,kP,1,k0,k9,17625,14635,1096,k68,k17,kD,5.12,14.69,37,kO,kF,k3,0
24712,11,0.752164948,0,145.92,kOT,38,3184,kD,kM,406,kF,194,600,3000,kP,2,k0,k1,24712,21528,731,k10,k10,kD,5.1,14.69,41,kO,kF,k3,0
11600,3,0.374632637,1,484.4,kOT,23,917.73,kC,kM,450,kM,1293,1743,10000,kS,2,k0,k1,11600,10682.27,721,k28,k10,kD,7.96,14.69,25,kO,kF,k3,0
98109.23,26,0.477576792,0,279.86,kOT,55,6440.35,kS,kM,275,kF,586,861,10000,kU,3,k0,k2,98109.23,91668.88,1465,k32,k10,kD,0.11,14.69,57,kO,kN,k3,0
1500,3,0.375225279,1,156.15,kOT,30,0,kS,kM,210,kM,416.15,626.15,4500,kS,1,k0,k3,1500,1500,1088,k51,k10,kD,20.02,14.69,29,kO,kF,k3,1
79184.82,-2,0.427886224,1,537.04,kOT,57,17714.73,kC,kM,851,kM,1255.1,2106.1,20000,kS,5,k0,k3,79184.82,61470.09,1464,k26,k10,kD,53.13,13.69,60,kO,kN,k3,0
57424.1,2,0.14147876,1,281.09,kOT,24,0,kC,kM,616.2,kM,1986.8,2603,10000,kU,1,k0,k2,57424.1,57424.1,1471,k34,k10,kD,1.31,14.69,23,kO,kF,k3,0
92791,4,0.093338467,2,242.4,kOT,33,39400,kC,kM,2577,kF,2597,5174,5000,kU,3,k0,k6,92791,53391,723,k32,k10,kD,73.86,14.69,35,kR,kN,k3,0
48153.91,3,0.291064757,2,555.5,kOT,37,7459.06,kC,kM,420,kM,1908.51,2328.51,20000,kS,4,k0,k3,48153.91,40694.85,1474,k23,k10,kD,35.05,13.99,40,kO,kN,k3,0
53593.97,9,0.342205882,2,186.16,kOT,44,2941.07,kC,kM,540,kF,544,1084,6000,kU,1,k0,k3,53593.97,50652.9,1288,k29,k10,kD,5.78,14.69,46,kO,kN,k3,0
37694,3,0.313849607,2,279.64,kOT,24,12768,kC,kM,1095,kM,891,1986,10000,kS,1,k0,k1,37694,24926,1458,k28,k10,kD,10237.33,14.69,28,kO,kN,k3,0
3122.26,1,0.485567568,1,89.83,kOT,36,2002.8,kC,kM,354,kM,185,539,1000,kP,1,k0,k5,3122.26,1119.46,355,k02,k10,kD,6.7,14.69,36,kO,kN,k3,0
3800,1,0.49229249,0,124.55,kOT,31,0,kS,kM,200,kM,253,453,2000,kS,3,k0,k2,3800,3800,538,k42,k10,kD,9.4,14.69,32,kO,kF,k3,0
4023,-2,0.671902036,2,555.28,kOT,39,532.07,kC,kM,627.62,kM,826.43,1454.05,20000,kS,2,k0,k6,4023,3490.93,1473,k23,k10,kD,5.1,13.99,43,kO,kF,k3,0
15416,13,0.405016611,1,243.82,kOT,55,1350,kD,kM,320,kM,602,922,5000,kS,2,k0,k2,15416,14066,738,k26,k10,kD,45.67,14.69,56,kO,kF,k3,0
117699,22,0.414362018,1,279.28,kOT,42,10455,kC,kM,753,kM,674,1427,10000,kS,3,k0,k9,117699,107244,1455,k21,k17,kD,21.93,14.69,45,kR,kN,k3,0
7429.09,20,0.331242692,3,155.8,kOT,47,500,kC,kM,529,kM,470.35,999.35,2500,kU,2,k0,k3,7429.09,6929.09,539,k29,k10,kD,778.35,14.69,46,kR,kN,k3,0
5000,2,0.333155738,1,487.74,kOT,26,0,kC,kM,280,kM,1464,1744,10000,kU,1,k0,k2,5000,5000,738,k20,k10,kD,1.66,14.69,26,kO,kF,k3,0
48837.78,17,0.434892451,1,244.44,kOT,48,5104.08,kS,kM,398.44,kF,562.07,960.51,7000,kU,2,k0,k2,48837.78,43733.7,1103,k15,k10,kD,157.75,14.69,50,kO,kN,k3,0
30149.12,-3,0.579145139,2,258.93,kOT,30,20660.24,kC,kM,901,kM,447.09,1348.09,9200,kS,2,k0,k3,30149.12,9488.88,1474,k19,k10,kD,1.11,14.69,33,kO,kF,k3,0
5000,16,0.446199146,3,421.27,kOT,40,181,kC,kM,380,kM,944.13,1324.13,15000,kU,2,k0,k3,5000,4819,1469,k34,k10,kD,1382.53,14.69,39,kO,kF,k3,0
57920.69,2,0.32725974,1,251.99,kOT,47,2559.72,kC,kM,280,kM,770,1050,9000,kP,3,k0,k2,57920.69,55360.97,1461,k02,k10,kD,5.12,14.69,50,kR,kN,k3,0
5000,16,0.194040055,0,280.97,kOT,46,0,kS,kM,392,kM,1448,1840,10000,kS,1,k0,k3,5000,5000,1470,k110,k10,kD,12305.76,14.69,50,kO,kF,k3,0
5000,3,0.473018868,3,125.35,kOT,35,0,kC,kM,335,kM,265,600,2000,kS,1,k0,k7,5000,5000,553,k08,k17,kD,5.62,14.69,36,kO,kF,k3,0
17973,1,0.49975211,0,947.53,kOT,26,0,kS,kM,310,kM,1896,2206,8000,kU,3,k0,k8,17973,17973,277,k17,k17,kD,7223.56,14.69,28,kO,kF,k3,0
5000,3,0.20990991,2,139.8,kOT,30,0,kC,kM,335,kF,666,1001,4000,kU,2,k0,k2,5000,5000,1105,k85,k10,kI,12.38,14.69,33,kO,kF,k3,0
4000,-1,0.421565217,1,193.92,kOT,32,467,kC,kM,340,kM,460,800,4000,kS,3,k0,k7,4000,3533,723,k08,k17,kD,0.6,14.69,36,kO,kF,k3,0
7000,11,2.279545455,0,501.5,kOT,80,0,kC,kM,160,kF,220,380,500,kP,1,k0,k2,7000,7000,9,k26,k10,kD,759.28,12,80,kO,kF,k3,0
111135.93,3,32.95804588,0,13519.72,kOT,64,12019.12,kS,kA,510,kF,410.21,920.21,11800,kS,9,k0,k3,111135.93,99116.81,497,k26,k10,kD,12.73,12,67,kO,kN,k3,0
52500,8,0.2885918,3,161.9,kOT,43,0,kC,kM,140,kM,561,701,4000,kS,2,k0,k3,52500,52500,921,k13,k10,kD,1.25,14.69,46,kR,kN,k3,0
16800,-1,1.214398043,0,278,kOT,26,8075,kS,kM,534,kM,228.92,762.92,10000,kS,3,k0,k4,16800,8725,1469,k28,k10,kD,9.09,13.99,29,kO,kF,k3,0
44373.74,9,0.261268174,0,194.07,kOT,73,1800,kC,kM,480,kF,742.8,1222.8,7000,kS,5,k0,k6,44373.74,42573.74,1456,k26,k10,kD,5.11,14.69,76,kR,kN,k3,0
11691,1,0.228831207,0,201.09,kOT,22,994.39,kS,kM,274.58,kM,878.77,1153.35,5000,kU,2,k0,k2,11691,10696.61,905,k23,k10,kD,76.85,14.69,25,kO,kF,k3,0
62031.97,15,0.233919903,0,53.97,kOT,84,0,kS,kM,120,kF,230.72,350.72,600,kS,4,k0,k3,62031.97,62031.97,358,k26,k10,kD,651.87,14.69,84,kR,kN,k3,0
2500,3,0.317127846,1,135.81,kOT,37,0,kC,kM,310,kM,428.25,738.25,1500,kS,1,k0,k2,2500,2500,369,k02,k10,kD,1.18,14.69,37,kO,kF,k3,0
20900,-4,0.058211155,0,146.11,kOT,31,17400,kC,kM,2490,kM,2510,5000,3000,kU,2,k0,k6,20900,3500,735,k80,k10,kD,629.81,14.69,35,kO,kF,k3,0
5000,15,0.129036017,1,121.81,kOT,40,2170,kD,kM,400,kM,944,1344,2500,kS,1,k0,k8,5000,2830,736,k28,k17,kD,11.5,14.69,39,kO,kF,k3,0
45744.46,6,0.400800376,1,281.43,kOT,34,1702.52,kC,kM,423.06,kM,702.17,1125.23,10000,kU,1,k0,k2,45744.46,44041.94,1474,k18,k10,kD,23.07,14.69,33,kO,kN,k3,0
62006.75,1,0.199210904,2,138.85,kOT,32,26603.23,kC,kM,724,kF,697,1421,4000,kU,1,k0,k9,62006.75,35403.52,1090,k34,k17,kD,2.73,14.69,31,kO,kN,k3,0
5000,19,0.56278626,0,294.9,kOT,41,0,kD,kM,130,kM,524,654,10500,kU,3,k0,k3,5000,5000,1473,k111,k10,kD,10.56,14.69,45,kO,kF,k3,0
28449,1,0.356530612,1,174.7,kOT,50,3353,kC,kM,470,kF,490,960,5000,kP,2,k0,k3,28449,25096,1105,k10,k10,kD,209.98,14.69,49,kR,kN,k3,0
160126.13,11,0.17415583,3,278.82,kOT,56,10900,kC,kM,1260,kM,1600.98,2860.98,10000,kS,2,k0,k6,160126.13,149226.13,1451,k17,k10,kD,0.12,14.69,55,kO,kN,k3,1
57227.44,3,0.40615062,1,348.66,kOT,27,50000,kC,kM,1040,kF,858.45,1898.45,10000,kU,1,k0,k6,57227.44,7227.44,1099,k29,k10,kD,0.11,14.69,26,kO,kN,k3,0
2000,0,0.20620944,4,139.81,kOT,26,0,kC,kM,523,kM,678,1201,4000,kS,2,k0,k3,2000,2000,1106,k76,k10,kD,1.52,14.69,28,kO,kF,k3,0
35295.54,-2,0.639318182,1,281.3,kOT,29,4019.16,kC,kM,561,kM,440,1001,10000,kS,2,k0,k3,35295.54,31276.38,1473,k08,k10,kD,5.84,14.69,31,kO,kN,k3,0
10670.48,2,0.409090909,1,135,kOT,39,3913.22,kC,kM,500,kM,330,830,1500,kN,3,k0,k5,10670.48,6757.26,355,k55,k10,kD,1.81,14.69,40,kO,kN,k3,0
17590,6,0.764831948,2,146.32,kOT,35,1576.71,kD,kM,318.09,kM,191.31,509.4,3000,kS,1,k0,k3,17590,16013.29,740,k08,k10,kD,8.72,14.69,36,kO,kF,k3,0
18833.01,6,0.2468377,0,145.38,kOT,60,1883.56,kC,kM,413.03,kF,588.97,1002,3000,kP,1,k0,k3,18833.01,16949.45,723,k10,k10,kD,268.67,14.69,59,kO,kN,k3,0
5833.33,18,32.406,0,5022.93,kOT,50,3291.1,kC,kA,545,kM,155,700,4000,kU,1,k0,k6,5833.33,2542.23,741,k08,k10,kD,1.76,12,49,kO,kA,k3,0
30314.51,15,0.211403846,1,109.93,kOT,34,2140.19,kC,kM,324,kM,520,844,3500,kP,4,k0,k2,30314.51,28174.32,1089,k77,k10,kD,5.15,14.69,38,kR,kN,k3,0
304729.21,6,0.312364634,0,194.7,kOT,53,16772.22,kC,kM,856.22,kF,623.31,1479.53,4000,kP,1,k0,k2,304729.21,287956.99,734,k89,k10,kI,18.52,14.69,57,kO,kN,k3,0
57979.94,11,2.444289397,0,1033.47,kOT,52,27020.24,kC,kM,1577.19,kM,422.81,2000,1000,kU,3,k0,k7,57979.94,30959.7,97,k43,k17,kD,0.43,12,51,kO,kN,k3,0
4173.28,8,0.48526492,2,124.65,kOT,33,226,kD,kM,208.35,kM,256.87,465.22,2000,kP,2,k0,k3,4173.28,3947.28,539,k22,k10,kD,6.09,14.69,32,kR,kN,k3,0
31748,0,0.291666667,0,147,kOT,26,26048,kC,kM,636,kF,504,1140,3000,kU,2,k0,k4,31748,5700,734,k32,k10,kD,11.28,14.69,27,kR,kF,k3,0
57855,6,0.155830565,3,281.43,kOT,31,5540,kC,kM,819,kF,1806,2625,10000,kU,2,k0,k9,57855,52315,1474,k15,k17,kD,21.7,14.69,34,kO,kN,k3,0
35551.28,0,0.190448065,0,93.51,kOT,53,4457.4,kC,kM,499,kM,491,990,1500,kP,2,k0,k5,35551.28,31093.88,540,k02,k10,kD,37.89,14.69,56,kO,kN,k3,0
31176,3,0.446925208,2,161.34,kOT,39,6224,kC,kM,433,kM,361,794,4000,kP,4,k0,k1,31176,24952,912,k127,k10,kD,27.03,14.69,43,kR,kF,k3,0
19382,-1,1.364450262,0,521.22,kOT,63,0,kC,kS,270,kM,382,652,500,kS,4,k0,k8,19382,19382,123,k26,k17,kD,5.12,12,67,kO,kF,k3,0
24400,-1,0.634908616,1,243.17,kOT,25,0,kC,kM,350,kM,383,733,5000,kP,3,k0,k8,24400,24400,731,k19,k17,kI,6.96,14.69,28,kO,kF,k3,0
3000,1,0.173909022,0,94.01,kOT,25,357,kS,kM,463,kF,540.57,1003.57,1500,kU,3,k0,k3,3000,2643,553,k21,k10,kD,185.34,14.69,28,kO,kF,k3,0
81391.08,16,0.343965916,0,275.3,kOT,53,35.06,kC,kM,295.06,kM,800.37,1095.43,10000,kS,1,k0,k7,81391.08,81356.02,1451,k22,k17,kD,3070.87,13.99,52,kO,kN,k3,0
270758.32,1,0.401263383,0,562.17,kOT,66,4535.18,kC,kM,678,kM,1401,2079,20000,kU,2,k0,k2,270758.32,266223.14,1471,k26,k10,kD,5.63,14.69,69,kR,kN,k3,0
20500,3,0.717354667,1,336.26,kOT,28,10290,kC,kM,585,kF,468.75,623,12000,kU,2,k0,k1,20500,10210,1464,k23,k10,kD,0.03,14.69,29,kO,kA,k3,0
5000,-2,0.107812379,0,139.52,kOT,24,0,kS,kM,190,kM,1294.1,1484.1,4000,kU,3,k0,k3,5000,5000,1101,k20,k10,kD,31.25,14.69,26,kO,kF,k3,0
5000,-2,1.497810811,2,554.19,kOT,47,0,kC,kM,330,kF,370,700,20000,kU,2,k0,k1,5000,5000,1468,k38,k10,kD,17.18,13.99,49,kO,kF,k3,0
31823.06,27,0.773047692,0,280.74,kOT,52,5005.67,kC,kM,491,kF,363.16,854.16,10000,kP,2,k0,k3,31823.06,26817.39,1468,k22,k10,kD,335.27,14.69,56,kR,kN,k3,0
3500,0,0.43946294,0,223.88,kOT,26,1750.63,kS,kM,200,kF,509.44,709.44,8000,kU,2,k0,k2,3500,1749.37,1464,k23,k10,kD,266.21,14.69,27,kO,kF,k3,0
3000,0,0.161315789,0,91.95,kOT,26,1920.02,kS,kM,180,kF,570,750,1170,kS,4,k0,k2,3000,1079.98,430,k118,k10,kD,5.11,14.69,29,kO,kF,k3,0
119089,18,0.553619143,0,555.28,kOT,53,29820,kC,kM,1342,kF,1003,2345,20000,kS,3,k0,k9,119089,89269,1473,k89,k17,kI,1.46,13.99,54,kO,kN,k3,0
5000,3,0.307468354,0,121.45,kOT,49,676,kD,kM,205,kF,395,600,2500,kU,3,k0,k9,5000,4324,728,k25,k17,kD,416.98,14.69,53,kO,kS,k3,0
44610.9,1,0.140982548,1,222.72,kOT,31,10357.17,kC,kM,649.56,kM,1579.77,2229.33,8000,kS,1,k0,k7,44610.9,34253.73,1480,k12,k17,kD,0.11,13.99,30,kO,kN,k3,0
53060.15,1,0.3516861,0,145.38,kOT,63,1127.59,kV,kM,140,kF,413.38,553.38,3000,kN,4,k0,k3,53060.15,51932.56,722,k10,k10,kD,5.13,14.69,65,kO,kN,k3,0
236408.08,0,1.070608942,2,468.37,kOT,56,36341.06,kC,kM,2010,kF,437.48,2447.48,17000,kU,1,k0,k3,236408.08,200067.02,1453,k26,k10,kD,611,13.99,58,kO,kN,k3,0
11915.35,6,0.235164776,2,174.33,kOT,44,0,kD,kM,380,kF,741.31,1121.31,5000,kS,2,k0,k2,11915.35,11915.35,1100,k23,k10,kD,3519.62,14.69,43,kR,kN,k3,0
13392,11,0.516625616,0,151.02,kOT,36,1079,kS,kM,140,kM,292.32,432.32,3100,kS,3,k0,k3,13392,12313,739,k118,k10,kD,1.55,14.69,37,kR,kF,k3,0
61186.84,1,0.510614754,0,124.59,kOT,53,6767.87,kD,kM,623,kM,244,867,2000,kS,1,k0,k9,61186.84,54418.97,538,k118,k17,kD,7.75,14.69,52,kO,kN,k3,0
26642.32,14,0.516485714,0,180.77,kOT,54,1141.91,kC,kM,250,kM,350,600,2000,kP,5,k0,k2,26642.32,25500.41,366,k08,k10,kD,14.72,14.69,58,kR,kN,k3,0
15962.4,-1,0.348720969,2,242.79,kOT,27,8354.71,kUH,kM,335,kF,696.23,1031.23,7600,kP,2,k0,k5,15962.4,7607.69,1206,k85,k10,kI,44.09,14.69,28,kO,kF,k3,0
36145.31,2,0.483953609,1,139.79,kOT,46,12997.48,kD,kM,823.15,kF,288.85,1112,4000,kS,1,k0,k7,36145.31,23147.83,542,k65,k17,kD,0.34,14.69,45,kO,kF,k3,0
45906,15,0.298896848,0,208.63,kOT,68,10708,kC,kM,1152,kM,698,1850,6000,kU,1,k0,k2,45906,35198,1092,k26,k10,kD,79.38,14.69,67,kO,kN,k3,0
2500,4,0.336914634,0,276.27,kOT,28,169,kS,kM,170,kM,820,990,10000,kS,1,k0,k8,2500,2331,1461,k94,k17,kD,3.68,13.99,28,kO,kF,k3,0
7275,-1,0.812459016,0,173.46,kOT,24,1919.17,kS,kM,165,kM,213.5,378.5,5000,kS,2,k0,k5,7275,5355.83,1087,k85,k10,kI,829.51,14.69,25,kO,kF,k3,0
117256,39,0.612636166,0,281.2,kOT,60,15887,kC,kM,1035,kM,459,1494,10000,kS,1,k0,k6,117256,101369,1472,k29,k10,kD,103.54,14.69,60,kO,kN,k3,0
4450,1,0.388072805,0,181.23,kOT,23,0,kS,kM,180,kM,467,647,6500,kS,2,k0,k6,4450,4450,1005,k23,k10,kD,0.11,14.69,22,kR,kF,k3,1
